tollgate_id,time_window,direction,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,volume
3,9/19/2016 0:00,0,1008.2,1013.2,329,2.8,22.2,76,0,17
3,9/19/2016 0:00,1,1008.2,1013.2,329,2.8,22.2,76,0,181
1,9/19/2016 0:00,0,1008.2,1013.2,329,2.8,22.2,76,0,13
1,9/19/2016 0:00,1,1008.2,1013.2,329,2.8,22.2,76,0,140
2,9/19/2016 0:00,0,1008.2,1013.2,329,2.8,22.2,76,0,2
1,9/19/2016 0:20,0,1008.2,1013.2,329,2.8,22.2,76,0,6
1,9/19/2016 0:20,1,1008.2,1013.2,329,2.8,22.2,76,0,56
3,9/19/2016 0:20,0,1008.2,1013.2,329,2.8,22.2,76,0,16
3,9/19/2016 0:20,1,1008.2,1013.2,329,2.8,22.2,76,0,112
3,9/19/2016 0:40,0,1008.2,1013.2,329,2.8,22.2,76,0,16
3,9/19/2016 0:40,1,1008.2,1013.2,329,2.8,22.2,76,0,93
1,9/19/2016 0:40,0,1008.2,1013.2,329,2.8,22.2,76,0,9
1,9/19/2016 0:40,1,1008.2,1013.2,329,2.8,22.2,76,0,31
3,9/19/2016 1:00,0,1008.2,1013.2,329,2.8,22.2,76,0,17
3,9/19/2016 1:00,1,1008.2,1013.2,329,2.8,22.2,76,0,4
2,9/19/2016 1:00,0,1008.2,1013.2,329,2.8,22.2,76,0,1
1,9/19/2016 1:00,0,1008.2,1013.2,329,2.8,22.2,76,0,10
1,9/19/2016 1:00,1,1008.2,1013.2,329,2.8,22.2,76,0,4
1,9/19/2016 1:20,0,1008.2,1013.2,329,2.8,22.2,76,0,14
1,9/19/2016 1:20,1,1008.2,1013.2,329,2.8,22.2,76,0,14
3,9/19/2016 1:20,0,1008.2,1013.2,329,2.8,22.2,76,0,17
3,9/19/2016 1:20,1,1008.2,1013.2,329,2.8,22.2,76,0,5
2,9/19/2016 1:40,0,1008.2,1013.2,329,2.8,22.2,76,0,2
1,9/19/2016 1:40,0,1008.2,1013.2,329,2.8,22.2,76,0,10
1,9/19/2016 1:40,1,1008.2,1013.2,329,2.8,22.2,76,0,7
3,9/19/2016 1:40,0,1008.2,1013.2,329,2.8,22.2,76,0,11
3,9/19/2016 1:40,1,1008.2,1013.2,329,2.8,22.2,76,0,4
1,9/19/2016 2:00,0,1008.2,1013.2,329,2.8,22.2,76,0,7
1,9/19/2016 2:00,1,1008.2,1013.2,329,2.8,22.2,76,0,7
3,9/19/2016 2:00,0,1008.2,1013.2,329,2.8,22.2,76,0,11
3,9/19/2016 2:00,1,1008.2,1013.2,329,2.8,22.2,76,0,5
1,9/19/2016 2:20,0,1008.2,1013.2,329,2.8,22.2,76,0,10
1,9/19/2016 2:20,1,1008.2,1013.2,329,2.8,22.2,76,0,7
3,9/19/2016 2:20,0,1008.2,1013.2,329,2.8,22.2,76,0,14
3,9/19/2016 2:20,1,1008.2,1013.2,329,2.8,22.2,76,0,4
1,9/19/2016 2:40,0,1008.2,1013.2,329,2.8,22.2,76,0,6
1,9/19/2016 2:40,1,1008.2,1013.2,329,2.8,22.2,76,0,10
3,9/19/2016 2:40,0,1008.2,1013.2,329,2.8,22.2,76,0,18
3,9/19/2016 3:00,0,1008.3,1013.3,15,4.5,24.4,67,0,10
3,9/19/2016 3:00,1,1008.3,1013.3,15,4.5,24.4,67,0,5
1,9/19/2016 3:00,0,1008.3,1013.3,15,4.5,24.4,67,0,9
1,9/19/2016 3:00,1,1008.3,1013.3,15,4.5,24.4,67,0,10
1,9/19/2016 3:20,0,1008.3,1013.3,15,4.5,24.4,67,0,4
1,9/19/2016 3:20,1,1008.3,1013.3,15,4.5,24.4,67,0,14
3,9/19/2016 3:20,0,1008.3,1013.3,15,4.5,24.4,67,0,10
3,9/19/2016 3:20,1,1008.3,1013.3,15,4.5,24.4,67,0,3
3,9/19/2016 3:40,0,1008.3,1013.3,15,4.5,24.4,67,0,9
3,9/19/2016 3:40,1,1008.3,1013.3,15,4.5,24.4,67,0,10
1,9/19/2016 3:40,0,1008.3,1013.3,15,4.5,24.4,67,0,9
1,9/19/2016 3:40,1,1008.3,1013.3,15,4.5,24.4,67,0,20
1,9/19/2016 4:00,0,1008.3,1013.3,15,4.5,24.4,67,0,10
1,9/19/2016 4:00,1,1008.3,1013.3,15,4.5,24.4,67,0,18
3,9/19/2016 4:00,0,1008.3,1013.3,15,4.5,24.4,67,0,11
3,9/19/2016 4:00,1,1008.3,1013.3,15,4.5,24.4,67,0,4
3,9/19/2016 4:20,0,1008.3,1013.3,15,4.5,24.4,67,0,8
3,9/19/2016 4:20,1,1008.3,1013.3,15,4.5,24.4,67,0,7
1,9/19/2016 4:20,0,1008.3,1013.3,15,4.5,24.4,67,0,13
1,9/19/2016 4:20,1,1008.3,1013.3,15,4.5,24.4,67,0,17
1,9/19/2016 4:40,0,1008.3,1013.3,15,4.5,24.4,67,0,12
1,9/19/2016 4:40,1,1008.3,1013.3,15,4.5,24.4,67,0,23
3,9/19/2016 4:40,0,1008.3,1013.3,15,4.5,24.4,67,0,10
3,9/19/2016 4:40,1,1008.3,1013.3,15,4.5,24.4,67,0,3
3,9/19/2016 5:00,0,1008.3,1013.3,15,4.5,24.4,67,0,9
3,9/19/2016 5:00,1,1008.3,1013.3,15,4.5,24.4,67,0,11
2,9/19/2016 5:00,0,1008.3,1013.3,15,4.5,24.4,67,0,14
1,9/19/2016 5:00,0,1008.3,1013.3,15,4.5,24.4,67,0,2
1,9/19/2016 5:00,1,1008.3,1013.3,15,4.5,24.4,67,0,28
3,9/19/2016 5:20,0,1008.3,1013.3,15,4.5,24.4,67,0,14
3,9/19/2016 5:20,1,1008.3,1013.3,15,4.5,24.4,67,0,7
1,9/19/2016 5:20,0,1008.3,1013.3,15,4.5,24.4,67,0,8
1,9/19/2016 5:20,1,1008.3,1013.3,15,4.5,24.4,67,0,24
2,9/19/2016 5:20,0,1008.3,1013.3,15,4.5,24.4,67,0,12
3,9/19/2016 5:40,0,1008.3,1013.3,15,4.5,24.4,67,0,27
3,9/19/2016 5:40,1,1008.3,1013.3,15,4.5,24.4,67,0,13
2,9/19/2016 5:40,0,1008.3,1013.3,15,4.5,24.4,67,0,21
1,9/19/2016 5:40,0,1008.3,1013.3,15,4.5,24.4,67,0,13
1,9/19/2016 5:40,1,1008.3,1013.3,15,4.5,24.4,67,0,34
3,9/19/2016 6:00,0,1007.4,1012.3,12,6.2,26.8,56,0,39
3,9/19/2016 6:00,1,1007.4,1012.3,12,6.2,26.8,56,0,30
2,9/19/2016 6:00,0,1007.4,1012.3,12,6.2,26.8,56,0,30
1,9/19/2016 6:00,0,1007.4,1012.3,12,6.2,26.8,56,0,8
1,9/19/2016 6:00,1,1007.4,1012.3,12,6.2,26.8,56,0,39
3,9/19/2016 6:20,0,1007.4,1012.3,12,6.2,26.8,56,0,58
3,9/19/2016 6:20,1,1007.4,1012.3,12,6.2,26.8,56,0,38
2,9/19/2016 6:20,0,1007.4,1012.3,12,6.2,26.8,56,0,36
1,9/19/2016 6:20,0,1007.4,1012.3,12,6.2,26.8,56,0,13
1,9/19/2016 6:20,1,1007.4,1012.3,12,6.2,26.8,56,0,57
1,9/19/2016 6:40,0,1007.4,1012.3,12,6.2,26.8,56,0,32
1,9/19/2016 6:40,1,1007.4,1012.3,12,6.2,26.8,56,0,72
2,9/19/2016 6:40,0,1007.4,1012.3,12,6.2,26.8,56,0,37
3,9/19/2016 6:40,0,1007.4,1012.3,12,6.2,26.8,56,0,71
3,9/19/2016 6:40,1,1007.4,1012.3,12,6.2,26.8,56,0,65
1,9/19/2016 7:00,0,1007.4,1012.3,12,6.2,26.8,56,0,39
1,9/19/2016 7:00,1,1007.4,1012.3,12,6.2,26.8,56,0,70
2,9/19/2016 7:00,0,1007.4,1012.3,12,6.2,26.8,56,0,84
3,9/19/2016 7:00,0,1007.4,1012.3,12,6.2,26.8,56,0,127
3,9/19/2016 7:00,1,1007.4,1012.3,12,6.2,26.8,56,0,67
2,9/19/2016 7:20,0,1007.4,1012.3,12,6.2,26.8,56,0,80
3,9/19/2016 7:20,0,1007.4,1012.3,12,6.2,26.8,56,0,123
3,9/19/2016 7:20,1,1007.4,1012.3,12,6.2,26.8,56,0,71
1,9/19/2016 7:20,0,1007.4,1012.3,12,6.2,26.8,56,0,31
1,9/19/2016 7:20,1,1007.4,1012.3,12,6.2,26.8,56,0,83
2,9/19/2016 7:40,0,1007.4,1012.3,12,6.2,26.8,56,0,97
3,9/19/2016 7:40,0,1007.4,1012.3,12,6.2,26.8,56,0,153
3,9/19/2016 7:40,1,1007.4,1012.3,12,6.2,26.8,56,0,103
1,9/19/2016 7:40,0,1007.4,1012.3,12,6.2,26.8,56,0,43
1,9/19/2016 7:40,1,1007.4,1012.3,12,6.2,26.8,56,0,118
2,9/19/2016 8:00,0,1007.4,1012.3,12,6.2,26.8,56,0,129
3,9/19/2016 8:00,0,1007.4,1012.3,12,6.2,26.8,56,0,161
3,9/19/2016 8:00,1,1007.4,1012.3,12,6.2,26.8,56,0,118
1,9/19/2016 8:00,0,1007.4,1012.3,12,6.2,26.8,56,0,46
1,9/19/2016 8:00,1,1007.4,1012.3,12,6.2,26.8,56,0,123
2,9/19/2016 8:20,0,1007.4,1012.3,12,6.2,26.8,56,0,122
1,9/19/2016 8:20,0,1007.4,1012.3,12,6.2,26.8,56,0,56
1,9/19/2016 8:20,1,1007.4,1012.3,12,6.2,26.8,56,0,119
3,9/19/2016 8:20,0,1007.4,1012.3,12,6.2,26.8,56,0,167
3,9/19/2016 8:20,1,1007.4,1012.3,12,6.2,26.8,56,0,168
3,9/19/2016 8:40,0,1007.4,1012.3,12,6.2,26.8,56,0,138
3,9/19/2016 8:40,1,1007.4,1012.3,12,6.2,26.8,56,0,161
2,9/19/2016 8:40,0,1007.4,1012.3,12,6.2,26.8,56,0,98
1,9/19/2016 8:40,0,1007.4,1012.3,12,6.2,26.8,56,0,41
1,9/19/2016 8:40,1,1007.4,1012.3,12,6.2,26.8,56,0,116
3,9/19/2016 9:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,174
3,9/19/2016 9:00,1,1008.3,1013.3,351,5.3,23.8,72,0.1,145
2,9/19/2016 9:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,89
1,9/19/2016 9:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,50
1,9/19/2016 9:00,1,1008.3,1013.3,351,5.3,23.8,72,0.1,120
3,9/19/2016 9:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,144
3,9/19/2016 9:20,1,1008.3,1013.3,351,5.3,23.8,72,0.1,125
2,9/19/2016 9:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,78
1,9/19/2016 9:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,49
1,9/19/2016 9:20,1,1008.3,1013.3,351,5.3,23.8,72,0.1,151
1,9/19/2016 9:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44
1,9/19/2016 9:40,1,1008.3,1013.3,351,5.3,23.8,72,0.1,131
2,9/19/2016 9:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,59
3,9/19/2016 9:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,148
3,9/19/2016 9:40,1,1008.3,1013.3,351,5.3,23.8,72,0.1,116
3,9/19/2016 10:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,104
3,9/19/2016 10:00,1,1008.3,1013.3,351,5.3,23.8,72,0.1,117
2,9/19/2016 10:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,71
1,9/19/2016 10:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44
1,9/19/2016 10:00,1,1008.3,1013.3,351,5.3,23.8,72,0.1,101
3,9/19/2016 10:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,111
3,9/19/2016 10:20,1,1008.3,1013.3,351,5.3,23.8,72,0.1,87
2,9/19/2016 10:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,88
1,9/19/2016 10:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44
1,9/19/2016 10:20,1,1008.3,1013.3,351,5.3,23.8,72,0.1,105
2,9/19/2016 10:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,65
3,9/19/2016 10:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,122
3,9/19/2016 10:40,1,1008.3,1013.3,351,5.3,23.8,72,0.1,85
1,9/19/2016 10:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44
1,9/19/2016 10:40,1,1008.3,1013.3,351,5.3,23.8,72,0.1,102
2,9/19/2016 11:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,50
3,9/19/2016 11:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,111
3,9/19/2016 11:00,1,1008.3,1013.3,351,5.3,23.8,72,0.1,73
1,9/19/2016 11:00,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39
1,9/19/2016 11:00,1,1008.3,1013.3,351,5.3,23.8,72,0.1,86
2,9/19/2016 11:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,61
1,9/19/2016 11:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,30
1,9/19/2016 11:20,1,1008.3,1013.3,351,5.3,23.8,72,0.1,76
3,9/19/2016 11:20,0,1008.3,1013.3,351,5.3,23.8,72,0.1,82
3,9/19/2016 11:20,1,1008.3,1013.3,351,5.3,23.8,72,0.1,72
3,9/19/2016 11:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,91
3,9/19/2016 11:40,1,1008.3,1013.3,351,5.3,23.8,72,0.1,73
1,9/19/2016 11:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,34
1,9/19/2016 11:40,1,1008.3,1013.3,351,5.3,23.8,72,0.1,100
2,9/19/2016 11:40,0,1008.3,1013.3,351,5.3,23.8,72,0.1,46
2,9/19/2016 12:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,87
1,9/19/2016 12:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,45
1,9/19/2016 12:00,1,1010.4,1015.4,302,2.3,20.8,92,1.1,99
3,9/19/2016 12:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,104
3,9/19/2016 12:00,1,1010.4,1015.4,302,2.3,20.8,92,1.1,94
2,9/19/2016 12:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,66
3,9/19/2016 12:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,91
3,9/19/2016 12:20,1,1010.4,1015.4,302,2.3,20.8,92,1.1,86
1,9/19/2016 12:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,44
1,9/19/2016 12:20,1,1010.4,1015.4,302,2.3,20.8,92,1.1,70
3,9/19/2016 12:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,122
3,9/19/2016 12:40,1,1010.4,1015.4,302,2.3,20.8,92,1.1,94
2,9/19/2016 12:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,69
1,9/19/2016 12:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,53
1,9/19/2016 12:40,1,1010.4,1015.4,302,2.3,20.8,92,1.1,79
3,9/19/2016 13:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,117
3,9/19/2016 13:00,1,1010.4,1015.4,302,2.3,20.8,92,1.1,91
1,9/19/2016 13:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,57
1,9/19/2016 13:00,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100
2,9/19/2016 13:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,81
2,9/19/2016 13:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,95
3,9/19/2016 13:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,107
3,9/19/2016 13:20,1,1010.4,1015.4,302,2.3,20.8,92,1.1,110
1,9/19/2016 13:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,61
1,9/19/2016 13:20,1,1010.4,1015.4,302,2.3,20.8,92,1.1,108
1,9/19/2016 13:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,53
1,9/19/2016 13:40,1,1010.4,1015.4,302,2.3,20.8,92,1.1,106
3,9/19/2016 13:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,131
3,9/19/2016 13:40,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100
2,9/19/2016 13:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,67
3,9/19/2016 14:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,100
3,9/19/2016 14:00,1,1010.4,1015.4,302,2.3,20.8,92,1.1,95
2,9/19/2016 14:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,66
1,9/19/2016 14:00,0,1010.4,1015.4,302,2.3,20.8,92,1.1,55
1,9/19/2016 14:00,1,1010.4,1015.4,302,2.3,20.8,92,1.1,101
3,9/19/2016 14:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,84
3,9/19/2016 14:20,1,1010.4,1015.4,302,2.3,20.8,92,1.1,99
1,9/19/2016 14:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,52
1,9/19/2016 14:20,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100
2,9/19/2016 14:20,0,1010.4,1015.4,302,2.3,20.8,92,1.1,62
1,9/19/2016 14:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,52
1,9/19/2016 14:40,1,1010.4,1015.4,302,2.3,20.8,92,1.1,101
3,9/19/2016 14:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,107
3,9/19/2016 14:40,1,1010.4,1015.4,302,2.3,20.8,92,1.1,93
2,9/19/2016 14:40,0,1010.4,1015.4,302,2.3,20.8,92,1.1,79
1,9/19/2016 15:00,0,1011.1,1016.1,18,2.6,21.4,80,0,48
1,9/19/2016 15:00,1,1011.1,1016.1,18,2.6,21.4,80,0,77
2,9/19/2016 15:00,0,1011.1,1016.1,18,2.6,21.4,80,0,77
3,9/19/2016 15:00,0,1011.1,1016.1,18,2.6,21.4,80,0,117
3,9/19/2016 15:00,1,1011.1,1016.1,18,2.6,21.4,80,0,75
2,9/19/2016 15:20,0,1011.1,1016.1,18,2.6,21.4,80,0,67
3,9/19/2016 15:20,0,1011.1,1016.1,18,2.6,21.4,80,0,109
3,9/19/2016 15:20,1,1011.1,1016.1,18,2.6,21.4,80,0,95
1,9/19/2016 15:20,0,1011.1,1016.1,18,2.6,21.4,80,0,57
1,9/19/2016 15:20,1,1011.1,1016.1,18,2.6,21.4,80,0,104
3,9/19/2016 15:40,0,1011.1,1016.1,18,2.6,21.4,80,0,115
3,9/19/2016 15:40,1,1011.1,1016.1,18,2.6,21.4,80,0,83
2,9/19/2016 15:40,0,1011.1,1016.1,18,2.6,21.4,80,0,74
1,9/19/2016 15:40,0,1011.1,1016.1,18,2.6,21.4,80,0,43
1,9/19/2016 15:40,1,1011.1,1016.1,18,2.6,21.4,80,0,92
2,9/19/2016 16:00,0,1011.1,1016.1,18,2.6,21.4,80,0,76
1,9/19/2016 16:00,0,1011.1,1016.1,18,2.6,21.4,80,0,42
1,9/19/2016 16:00,1,1011.1,1016.1,18,2.6,21.4,80,0,110
3,9/19/2016 16:00,0,1011.1,1016.1,18,2.6,21.4,80,0,123
3,9/19/2016 16:00,1,1011.1,1016.1,18,2.6,21.4,80,0,101
1,9/19/2016 16:20,0,1011.1,1016.1,18,2.6,21.4,80,0,46
1,9/19/2016 16:20,1,1011.1,1016.1,18,2.6,21.4,80,0,122
3,9/19/2016 16:20,0,1011.1,1016.1,18,2.6,21.4,80,0,111
3,9/19/2016 16:20,1,1011.1,1016.1,18,2.6,21.4,80,0,90
2,9/19/2016 16:20,0,1011.1,1016.1,18,2.6,21.4,80,0,86
2,9/19/2016 16:40,0,1011.1,1016.1,18,2.6,21.4,80,0,99
3,9/19/2016 16:40,0,1011.1,1016.1,18,2.6,21.4,80,0,116
3,9/19/2016 16:40,1,1011.1,1016.1,18,2.6,21.4,80,0,115
1,9/19/2016 16:40,0,1011.1,1016.1,18,2.6,21.4,80,0,55
1,9/19/2016 16:40,1,1011.1,1016.1,18,2.6,21.4,80,0,116
1,9/19/2016 17:00,0,1011.1,1016.1,18,2.6,21.4,80,0,36
1,9/19/2016 17:00,1,1011.1,1016.1,18,2.6,21.4,80,0,96
2,9/19/2016 17:00,0,1011.1,1016.1,18,2.6,21.4,80,0,85
3,9/19/2016 17:00,0,1011.1,1016.1,18,2.6,21.4,80,0,110
3,9/19/2016 17:00,1,1011.1,1016.1,18,2.6,21.4,80,0,86
3,9/19/2016 17:20,0,1011.1,1016.1,18,2.6,21.4,80,0,118
3,9/19/2016 17:20,1,1011.1,1016.1,18,2.6,21.4,80,0,85
1,9/19/2016 17:20,0,1011.1,1016.1,18,2.6,21.4,80,0,34
